"Time_Iter","Outer_Iter","Inner_Iter",   "rms[A_Rho]"   ,   "rms[A_RhoU]"  ,   "rms[A_RhoV]"  ,    "rms[A_E]"    
          0,           0,         337,      -11.75266212,      -11.45173305,      -12.08661655,      -12.25258294
          0,           0,         338,      -11.76342329,      -11.46118634,      -12.10067123,      -12.26537124
          0,           0,         339,       -11.7748561,      -11.47193787,      -12.11490246,      -12.27917156
          0,           0,         340,      -11.78703154,      -11.48397321,      -12.12923699,      -12.29397924
          0,           0,         341,      -11.80007542,      -11.49730764,      -12.14370207,      -12.30979741
          0,           0,         342,      -11.81413374,      -11.51196987,      -12.15839627,      -12.32662579
          0,           0,         343,      -11.82934546,      -11.52799091,      -12.17344516,      -12.34445935
          0,           0,         344,      -11.84582667,      -11.54539852,       -12.1889625,      -12.36329312
          0,           0,         345,      -11.86366466,      -11.56421605,        -12.205029,      -12.38312729
          0,           0,         346,      -11.88291753,      -11.58446304,      -12.22169181,      -12.40396803
          0,           0,         347,      -11.90361692,      -11.60615626,      -12.23897857,      -12.42582601
          0,           0,         348,      -11.92577171,      -11.62931073,       -12.2569112,      -12.44871326
          0,           0,         349,      -11.94937058,      -11.65393889,      -12.27551714,      -12.47263915
          0,           0,         350,      -11.97438311,      -11.68004865,      -12.29483092,       -12.4976066
          0,           0,         351,      -12.00075916,      -11.70764029,      -12.31488809,      -12.52360896
          0,           0,         352,      -12.02842798,      -11.73670249,      -12.33571904,       -12.5506268
          0,           0,         353,      -12.05729907,       -11.7672098,      -12.35734188,      -12.57862733
          0,           0,         354,      -12.08726459,      -11.79912111,      -12.37975977,      -12.60756501
          0,           0,         355,      -12.11820366,       -11.8323795,      -12.40295972,      -12.63738225
          0,           0,         356,      -12.14998733,      -11.86691273,      -12.42691542,      -12.66800859
          0,           0,         357,      -12.18248455,       -11.9026341,      -12.45159552,      -12.69936552
          0,           0,         358,      -12.21556627,      -11.93944286,      -12.47696411,        -12.731363
          0,           0,         359,      -12.24910814,      -11.97722304,      -12.50298448,      -12.76389907
          0,           0,         360,      -12.28299246,      -12.01584218,       -12.5296205,      -12.79685888
          0,           0,         361,      -12.31710553,      -12.05514696,      -12.55683028,       -12.8301056
          0,           0,         362,      -12.35133353,      -12.09495789,      -12.58456554,      -12.86347802
          0,           0,         363,      -12.38555822,      -12.13506441,      -12.61276851,      -12.89679306
          0,           0,         364,      -12.41965207,       -12.1752211,      -12.64137084,      -12.92984977
          0,           0,         365,      -12.45347718,      -12.21514865,       -12.6702907,      -12.96244052
          0,           0,         366,      -12.48688943,      -12.25454309,      -12.69943468,      -12.99436795
          0,           0,         367,      -12.51974615,      -12.29309165,      -12.72869778,      -13.02545931
          0,           0,         368,      -12.55191576,       -12.3304954,      -12.75796856,      -13.05558183
          0,           0,         369,      -12.58328891,      -12.36649596,      -12.78713331,      -13.08465211
          0,           0,         370,      -12.61378614,      -12.40089907,      -12.81608352,      -13.11264233
          0,           0,         371,      -12.64336209,      -12.43359207,      -12.84472164,      -13.13957771
          0,           0,         372,      -12.67200505,      -12.46455074,      -12.87296685,      -13.16553363
          0,           0,         373,       -12.6997333,      -12.49383342,      -12.90075932,      -13.19061946
          0,           0,         374,      -12.72658913,      -12.52156643,      -12.92806224,      -13.21497088
          0,           0,         375,      -12.75262978,      -12.54792116,      -12.95486081,      -13.23873143
          0,           0,         376,      -12.77792068,      -12.57308981,      -12.98116175,      -13.26204259
          0,           0,         377,       -12.8025279,       -12.5972638,      -13.00698754,      -13.28503182
          0,           0,         378,      -12.82651216,      -12.62061533,      -13.03237149,      -13.30780668
          0,           0,         379,       -12.8499238,      -12.64328395,       -13.0573531,      -13.33044686
          0,           0,         380,      -12.87280076,      -12.66537054,       -13.0819724,      -13.35300577
          0,           0,         381,      -12.89516498,      -12.68693116,      -13.10626381,      -13.37550407
          0,           0,         382,      -12.91702049,      -12.70797706,      -13.13025266,      -13.39793365
          0,           0,         383,      -12.93835381,      -12.72847584,      -13.15395109,      -13.42025445
          0,           0,         384,       -12.9591337,      -12.74835554,      -13.17735622,      -13.44239801
          0,           0,         385,      -12.97931449,      -12.76750975,      -13.20044855,      -13.46426611
          0,           0,         386,      -12.99883686,      -12.78580653,      -13.22319033,      -13.48573521
          0,           0,         387,      -13.01763739,      -12.80310202,      -13.24552757,       -13.5066622
